time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1523504422.84337902,0.05195820,7010,0.00039424,0.00000000,0,0.00000000,10137,10154,142,0.00064401
1523504422.94424510,0.05742049,7081,0.00034228,0.00000000,0,0.00000000,10154,10205,136,0.00060512
1523504423.04510188,0.05109298,7162,0.00034376,0.00000000,0,0.00000000,10205,10314,138,0.00060408
1523504423.14596510,0.04297887,7162,0.00022222,0.00000000,0,0.00000000,10314,10262,60,0.00061904
1523504423.24681091,0.04422755,7288,0.00030037,0.00000000,0,0.00000000,10262,10316,128,0.00061935
1523504423.34766889,0.06965582,7365,0.00038459,0.00000000,0,0.00000000,10316,10309,134,0.00067103
1523504423.44852591,0.05490378,7418,0.00032259,0.00000000,0,0.00000000,10309,10350,126,0.00071461
1523504423.54939103,0.05544236,7492,0.00047742,0.00000000,0,0.00000000,10350,10260,132,0.00069374
1523504423.65024400,0.04451343,5840,0.00033824,0.00000000,0,0.00000000,10260,10285,128,0.00067652
1523504423.75110197,0.04893222,5900,0.00024877,0.00000000,0,0.00000000,10285,10270,85,0.00103551
1523504423.85196209,0.03781255,5963,0.00025300,0.00000000,0,0.00000000,10270,10283,92,0.00068490
1523504423.95282602,0.04899792,6031,0.00029582,0.00000000,0,0.00000000,10283,10256,102,0.00066474
1523504424.05368400,0.03722666,6089,0.00026078,0.00000000,0,0.00000000,10256,10314,110,0.00057180
1523504424.15455008,0.04075643,6144,0.00025050,0.00000000,0,0.00000000,10314,10341,95,0.00056240
1523504424.25540090,0.03706979,6202,0.00033167,0.00000000,0,0.00000000,10341,10345,113,0.00059340
1523504424.35625911,0.05483505,6269,0.00042284,0.00000000,0,0.00000000,10345,10268,109,0.00058884
1523504424.45711708,0.03712792,6334,0.00023393,0.00000000,0,0.00000000,10268,10306,89,0.00057583
1523504424.55797696,0.04079105,6400,0.00022086,0.00000000,0,0.00000000,10306,10333,83,0.00058330
1523504424.65883088,0.05801822,6450,0.00025054,0.00000000,0,0.00000000,10333,10368,94,0.00058009
1523504424.75969005,0.04093892,6496,0.00025830,0.00000000,0,0.00000000,10368,10414,99,0.00061940
1523504424.86053991,0.04572513,6553,0.00022102,0.00000000,0,0.00000000,10414,10431,78,0.00060043
1523504424.96139908,0.04217040,6602,0.00027065,0.00000000,0,0.00000000,10431,10443,97,0.00105293
1523504425.06226707,0.04682288,6609,0.00021403,0.00000000,0,0.00000000,10443,10495,82,0.00060342
1523504425.16311312,0.04769041,6619,0.00028945,0.00000000,0,0.00000000,10495,10475,94,0.00079734
1523504425.26398611,0.04466765,6595,0.00025659,0.00000000,0,0.00000000,10475,10525,102,0.00096866
1523504425.36484408,0.04036446,6585,0.00023610,0.00000000,0,0.00000000,10525,10512,82,0.00080980
1523504425.46570110,0.04589603,6609,0.00019455,0.00000000,0,0.00000000,10512,10571,77,0.00065732
1523504425.56656003,0.04533103,6607,0.00033481,0.00000000,0,0.00000000,10571,10588,130,0.00247813
1523504425.66741800,0.04775055,6600,0.00020894,0.00000000,0,0.00000000,10588,10637,82,0.00073999
1523504425.76827693,0.04256984,6583,0.00029426,0.00000000,0,0.00000000,10637,10648,108,0.00062115
1523504425.86912799,0.05019113,6603,0.00021014,0.00000000,0,0.00000000,10648,10683,75,0.00090441
1523504425.96998596,0.05033343,6617,0.00024265,0.00000000,0,0.00000000,10683,10710,91,0.00202501
1523504426.07085109,0.05095410,6620,0.00027827,0.00000000,0,0.00000000,10710,10711,93,0.00062454
1523504426.17170310,0.04959151,6634,0.00031451,0.00000000,0,0.00000000,10711,10755,124,0.00077343
1523504426.27256107,0.04667287,6645,0.00035998,0.00000000,0,0.00000000,10755,10775,131,0.00055751
1523504426.37343192,0.04895104,6644,0.00064230,0.00000000,0,0.00000000,10775,10638,204,0.00117381
1523504426.47428489,0.05708535,6646,0.00046086,0.00000000,0,0.00000000,10638,10715,199,0.00194498
1523504426.57515097,0.06131959,6630,0.00048930,0.00000000,0,0.00000000,10715,10860,229,0.00138336
1523504426.67600012,0.04605127,6636,0.00052362,0.00000000,0,0.00000000,10860,10891,206,0.00145089
1523504426.77684808,0.05125840,6635,0.00046743,0.00000000,0,0.00000000,10891,10926,180,0.00063924
1523504426.87771893,0.04541782,6607,0.00087361,0.00000000,0,0.00000000,10926,10713,237,0.00142428
1523504426.97858906,0.05431905,6608,0.00055577,0.00000000,0,0.00000000,10713,10805,248,0.00064436
1523504427.07943106,0.04876553,6610,0.00062348,0.00000000,0,0.00000000,10805,10912,269,0.00080090
1523504427.18029308,0.05535812,6616,0.00084266,0.00000000,0,0.00000000,10912,10990,364,0.00060656
1523504427.28115106,0.06166170,6625,0.00085238,0.00000000,0,0.00000000,10990,11088,362,0.00229179
1523504427.38200903,0.06010672,6632,0.00091429,0.00000000,0,0.00000000,11088,11235,427,0.00076189
1523504427.48287797,0.05915074,6638,0.00102240,0.00000000,0,0.00000000,11235,11424,479,0.00150484
1523504427.58372211,0.04901597,6646,0.00109207,0.00000000,0,0.00000000,11424,11452,452,0.00085278
1523504427.68458390,0.06107049,6635,0.00108782,0.00000000,0,0.00000000,11452,11611,467,0.00077401
1523504427.78544688,0.06644880,6643,0.00098568,0.00000000,0,0.00000000,11611,11822,462,0.00069549
1523504427.88629389,0.06105995,6670,0.00099239,0.00000000,0,0.00000000,11822,12117,520,0.00078392
1523504427.98715901,0.05330157,6705,0.00099438,0.00000000,0,0.00000000,12117,12397,516,0.00070356
1523504428.08801007,0.05802577,6727,0.00106712,0.00000000,0,0.00000000,12397,12590,515,0.00113093
1523504428.18887711,0.04971624,6771,0.00114646,0.00000000,0,0.00000000,12590,12838,565,0.00109244
1523504428.28973603,0.06075744,6832,0.00111990,0.00000000,0,0.00000000,12838,13181,596,0.00113906
1523504428.39059305,0.05732503,6900,0.00113732,0.00000000,0,0.00000000,13181,13513,604,0.00062682
1523504428.49145293,0.06183427,6955,0.00132140,0.00000000,0,0.00000000,13513,13737,624,0.00060962
1523504428.59230494,0.05036949,7017,0.00142269,0.00000000,0,0.00000000,13737,14066,651,0.00068167
1523504428.69316006,0.05049427,7076,0.00133297,0.00000000,0,0.00000000,14066,14468,663,0.00064504
1523504428.79402494,0.05282379,7152,0.00147690,0.00000000,0,0.00000000,14468,14899,719,0.00066891
1523504428.89488506,0.04795027,7207,0.00168830,0.00000000,0,0.00000000,14899,15106,699,0.00059164
1523504428.99574304,0.05384840,7267,0.00152418,0.00000000,0,0.00000000,15106,15586,745,0.00059984
1523504429.09661603,0.04695413,7309,0.00153946,0.00000000,0,0.00000000,15586,16086,728,0.00063009
1523504429.19745994,0.04988037,7371,0.00192916,0.00000000,0,0.00000000,16086,16421,719,0.00063395
1523504429.29831290,0.05063960,7437,0.00175956,0.00000000,0,0.00000000,16421,16893,697,0.00067287
1523504429.39917493,0.04400071,7497,0.00139339,0.00000000,0,0.00000000,16647,17185,689,0.00068493
1523504429.50003409,0.03515378,5833,0.00131975,0.00000000,0,0.00000000,17185,17692,642,0.00073468
1523504429.60089207,0.03662476,5914,0.00149609,0.00000000,0,0.00000000,17692,18197,660,0.00073114
1523504429.70175290,0.04081065,5985,0.00168291,0.00000000,0,0.00000000,18197,18541,623,0.00100785
1523504429.80260301,0.03743978,6041,0.00156980,0.00000000,0,0.00000000,18331,18850,676,0.00071576
1523504429.90346694,0.04230807,6086,0.00176634,0.00000000,0,0.00000000,18850,19348,681,0.00065012
1523504430.00433111,0.04456169,6157,0.00148553,0.00000000,0,0.00000000,19348,19904,683,0.00053918
1523504430.10518289,0.02845270,6214,0.00160214,0.00000000,0,0.00000000,19904,20440,707,0.00104628
1523504430.20605206,0.03894102,6266,0.00210045,0.00000000,0,0.00000000,20440,21109,690,0.00052920
1523504430.30690503,0.02982833,6334,0.00088487,0.00000000,0,0.00000000,20273,20852,638,0.00051410
1523504430.40775204,0.04225345,6393,0.00103995,0.00000000,0,0.00000000,20852,21466,684,0.00052941
1523504430.50861502,0.04233132,6441,0.00114625,0.00000000,0,0.00000000,21466,22015,643,0.00052174
1523504430.60948706,0.03794237,6502,0.00130677,0.00000000,0,0.00000000,22015,22572,669,0.00054310
1523504430.71033096,0.03348170,6560,0.00139172,0.00000000,0,0.00000000,22572,23149,687,0.00110654
1523504430.81118488,0.04553060,6593,0.00163924,0.00000000,0,0.00000000,23149,23733,742,0.00055560
1523504430.91204906,0.03154636,6594,0.00163874,0.00000000,0,0.00000000,23733,24355,781,0.00054852
1523504431.01290798,0.03555445,6589,0.00183316,0.00000000,0,0.00000000,24355,24942,750,0.00054061
1523504431.11376691,0.03713086,6580,0.00184503,0.00000000,0,0.00000000,24942,25477,670,0.00055387
1523504431.21462798,0.04182442,6570,0.00187498,0.00000000,0,0.00000000,25477,26023,679,0.00064861
1523504431.31548405,0.03061898,6570,0.00113590,0.00000000,0,0.00000000,26023,26213,340,0.00054067
1523504431.41634202,0.03426625,6585,0.00182361,0.00000000,0,0.00000000,26213,26790,782,0.00060214
1523504431.51720810,0.04813663,6570,0.00161601,0.00000000,0,0.00000000,26790,27278,721,0.00054926
1523504431.61805797,0.03657351,6577,0.00172902,0.00000000,0,0.00000000,27278,27767,720,0.00058213
1523504431.71891594,0.04053184,6565,0.00131455,0.00000000,0,0.00000000,27767,28323,680,0.00365776
1523504431.81977510,0.03836101,6565,0.00164465,0.00000000,0,0.00000000,28323,28872,678,0.00059939
1523504431.92064595,0.03231768,6560,0.00153668,0.00000000,0,0.00000000,28872,29359,651,0.00059872
1523504432.02148700,0.04311004,6559,0.00181373,0.00000000,0,0.00000000,29359,29802,632,0.00262866
1523504432.12234402,0.03963358,6544,0.00189476,0.00000000,0,0.00000000,29802,30226,678,0.00056279
1523504432.22320795,0.03089618,6565,0.00267636,0.00000000,0,0.00000000,30217,30783,686,0.00059303
1523504432.32406712,0.04287275,6554,0.00219862,0.00000000,0,0.00000000,30783,31288,717,0.00054227
1523504432.42492509,0.04409509,6552,0.00174008,0.00000000,0,0.00000000,31288,31855,687,0.00054085
1523504432.52578402,0.03291907,6543,0.00171934,0.00000000,0,0.00000000,31855,32430,767,0.00056012
1523504432.62663889,0.04106884,6561,0.00170839,0.00000000,0,0.00000000,32430,32977,713,0.00058145
1523504432.72749996,0.04182051,6549,0.00196645,0.00000000,0,0.00000000,32977,33602,778,0.00064172
1523504432.82835197,0.03676983,6542,0.00232403,0.00000000,0,0.00000000,33602,34146,768,0.00114728
1523504432.92922997,0.03997481,6537,0.00183029,0.00000000,0,0.00000000,34146,34715,756,0.00058940
1523504433.03007388,0.03897402,6530,0.00189851,0.00000000,0,0.00000000,34715,35238,690,0.00059930
1523504433.13093495,0.03079376,6526,0.00260375,0.00000000,0,0.00000000,35238,35612,717,0.00057348
1523504433.23179412,0.03830702,6543,0.00207520,0.00000000,0,0.00000000,35612,36158,771,0.00059022
1523504433.33264303,0.03132020,6567,0.00338848,0.00000000,0,0.00000000,36158,36511,753,0.00071999
1523504433.43351007,0.03280391,6552,0.00278731,0.00000000,0,0.00000000,36511,37245,788,0.00075139
1523504433.53437495,0.02930804,6551,0.00165276,0.00000000,0,0.00000000,36613,37273,745,0.00274856
1523504433.63521791,0.03322774,6534,0.00169334,0.00000000,0,0.00000000,37260,37874,760,0.00059511
1523504433.73608208,0.03412810,6553,0.00221292,0.00000000,0,0.00000000,37874,38516,852,0.00055354
1523504433.83693409,0.02860027,6592,0.00242809,0.00000000,0,0.00000000,38516,39103,848,0.00063450
1523504433.93779993,0.03586391,6642,0.00205737,0.00000000,0,0.00000000,39091,39719,768,0.00065058
1523504434.03865790,0.02891677,6701,0.00182481,0.00000000,0,0.00000000,39719,40355,796,0.00059965
1523504434.13952208,0.03532690,6758,0.00229986,0.00000000,0,0.00000000,40355,40899,765,0.00059117
1523504434.24037290,0.03938712,6796,0.00278980,0.00000000,0,0.00000000,40899,41509,860,0.00061414
1523504434.34123302,0.03160493,6819,0.00193423,0.00000000,0,0.00000000,41509,42082,753,0.00061304
1523504434.44209290,0.03087438,6854,0.00234168,0.00000000,0,0.00000000,42082,42591,835,0.00254590
1523504434.54295206,0.02660557,6895,0.00288087,0.00000000,0,0.00000000,42591,43080,789,0.00057621
1523504434.64380908,0.03304076,6976,0.00209759,0.00000000,0,0.00000000,43065,43504,715,0.00071964
1523504434.74465990,0.04224213,6993,0.00240649,0.00000000,0,0.00000000,43504,44101,712,0.00060720
1523504434.84551811,0.03372697,7033,0.00195839,0.00000000,0,0.00000000,44081,44653,780,0.00062686
1523504434.94637609,0.03287815,7073,0.00197026,0.00000000,0,0.00000000,44653,45243,745,0.00063661
1523504435.04722190,0.02904507,7123,0.00155392,0.00000000,0,0.00000000,45243,45700,646,0.00266090
1523504435.14810300,0.03577008,7165,0.00240911,0.00000000,0,0.00000000,45700,46158,631,0.00066744
1523504435.24895906,0.02645659,7228,0.00186664,0.00000000,0,0.00000000,46158,46199,814,0.00068634
1523504435.34980989,0.02860338,5604,0.00143008,0.00000000,0,0.00000000,46199,46708,654,0.00122742
1523504435.45067501,0.02362074,5657,0.00190876,0.00000000,0,0.00000000,46708,47229,653,0.00075105
1523504435.55153108,0.02415053,5705,0.00192143,0.00000000,0,0.00000000,47229,47621,581,0.00066289
1523504435.65239096,0.02734530,5762,0.00124937,0.00000000,0,0.00000000,47621,48130,617,0.00073242
1523504435.75325108,0.02558479,5817,0.00192162,0.00000000,0,0.00000000,48122,48554,634,0.00057301
1523504435.85410905,0.02076267,5867,0.00143772,0.00000000,0,0.00000000,48554,49075,678,0.00057320
1523504435.95497489,0.02320795,5929,0.00149737,0.00000000,0,0.00000000,49075,49485,647,0.00052234
1523504436.05582500,0.02594798,5988,0.00169589,0.00000000,0,0.00000000,49485,49884,562,0.00054990
1523504436.15667796,0.02981565,6045,0.00148858,0.00000000,0,0.00000000,49884,50268,555,0.00057744
1523504436.25754404,0.02522823,6090,0.00161831,0.00000000,0,0.00000000,50268,50531,589,0.00056544
1523504436.35839295,0.03196860,6157,0.00183159,0.00000000,0,0.00000000,50531,50949,584,0.00052525
1523504436.45925903,0.02473077,6191,0.00161107,0.00000000,0,0.00000000,50949,51234,548,0.00051843
1523504436.56011009,0.02706416,6235,0.00128962,0.00000000,0,0.00000000,51234,51654,541,0.00049548
1523504436.66099095,0.02075038,6251,0.00141663,0.00000000,0,0.00000000,51654,52050,501,0.00054072
1523504436.76184201,0.02903063,6264,0.00112168,0.00000000,0,0.00000000,51641,52117,575,0.00052878
1523504436.86268711,0.02687082,6266,0.00142821,0.00000000,0,0.00000000,52117,52522,617,0.00114649
1523504436.96355295,0.03199937,6251,0.00230615,0.00000000,0,0.00000000,52522,52860,551,0.00053268
1523504437.06440592,0.02480386,6254,0.00122934,0.00000000,0,0.00000000,52860,53222,549,0.00080573
1523504437.16526389,0.02856093,6255,0.00202940,0.00000000,0,0.00000000,53222,53584,499,0.00055579
1523504437.26611710,0.03334587,6263,0.00094703,0.00000000,0,0.00000000,53061,53536,545,0.00163455
1523504437.36698103,0.02431786,6273,0.00094189,0.00000000,0,0.00000000,53536,53922,513,0.00196182
1523504437.46784091,0.02703078,6269,0.00129949,0.00000000,0,0.00000000,53922,54288,555,0.00130318
1523504437.56869793,0.03675007,6292,0.00220850,0.00000000,0,0.00000000,54288,54738,540,0.00057252
1523504437.66955590,0.03439378,6298,0.00103061,0.00000000,0,0.00000000,54015,54472,535,0.00064754
1523504437.77041006,0.02990588,6314,0.00101141,0.00000000,0,0.00000000,54472,54900,557,0.00077550
1523504437.87127304,0.03708662,6319,0.00112167,0.00000000,0,0.00000000,54900,55278,548,0.00185316
1523504437.97212100,0.02741343,6335,0.00129164,0.00000000,0,0.00000000,55278,55681,587,0.00063774
1523504438.07298994,0.02664099,6347,0.00152618,0.00000000,0,0.00000000,55681,55939,580,0.00202256
1523504438.17384291,0.03412066,6372,0.00157209,0.00000000,0,0.00000000,55939,56220,588,0.00147253
1523504438.27471995,0.02968585,6373,0.00120132,0.00000000,0,0.00000000,56220,56599,539,0.00142728
1523504438.37556696,0.02732753,6389,0.00117501,0.00000000,0,0.00000000,56599,56999,570,0.00229717
1523504438.47642493,0.02825439,6394,0.00142634,0.00000000,0,0.00000000,56999,57419,595,0.00058352
1523504438.57728410,0.03354202,6381,0.00116766,0.00000000,0,0.00000000,57341,57726,541,0.00053652
1523504438.67814302,0.04105418,6401,0.00133251,0.00000000,0,0.00000000,57726,58022,579,0.00060872
1523504438.77899504,0.03540728,6427,0.00136139,0.00000000,0,0.00000000,58022,58381,565,0.00059317
1523504438.87985802,0.03338408,6436,0.00169892,0.00000000,0,0.00000000,58381,58686,605,0.00054416
1523504438.98071694,0.03333085,6447,0.00138662,0.00000000,0,0.00000000,58426,58960,602,0.00056403
1523504439.08156800,0.03312511,6476,0.00128866,0.00000000,0,0.00000000,58812,59208,585,0.00092371
1523504439.18243289,0.04069741,6497,0.00167606,0.00000000,0,0.00000000,59208,59381,590,0.00059041
1523504439.28330112,0.03904266,6517,0.00140487,0.00000000,0,0.00000000,59381,59848,633,0.00194909
1523504439.38414311,0.03760975,6529,0.00221641,0.00000000,0,0.00000000,59848,60354,636,0.00061685
1523504439.48500800,0.03995673,6544,0.00104362,0.00000000,0,0.00000000,59465,59997,638,0.00189888
1523504439.58586788,0.03959336,6579,0.00125075,0.00000000,0,0.00000000,59997,60487,658,0.00061255
1523504439.68671989,0.03402521,6650,0.00146886,0.00000000,0,0.00000000,60487,60908,663,0.00113737
1523504439.78758502,0.03501513,6694,0.00176051,0.00000000,0,0.00000000,60908,61314,714,0.00071599
1523504439.88844299,0.03394110,6742,0.00150351,0.00000000,0,0.00000000,61314,61826,719,0.00107337
1523504439.98930001,0.04120637,6808,0.00226873,0.00000000,0,0.00000000,61826,62279,759,0.00059863
1523504440.09015799,0.03587182,6879,0.00323839,0.00000000,0,0.00000000,62183,62845,739,0.00111160
1523504440.19100308,0.03074838,6948,0.00128023,0.00000000,0,0.00000000,61837,62417,712,0.00111799
1523504440.29186106,0.03779081,7015,0.00165304,0.00000000,0,0.00000000,62417,62900,716,0.00114908
1523504440.39271903,0.04596327,7079,0.00156943,0.00000000,0,0.00000000,62900,63459,742,0.00116258
1523504440.49360204,0.02937543,7131,0.00177565,0.00000000,0,0.00000000,63459,63820,695,0.00115773
1523504440.59443593,0.03477627,7176,0.00200116,0.00000000,0,0.00000000,63820,64279,740,0.00115610
1523504440.69531894,0.03995018,7234,0.00472233,0.00000000,0,0.00000000,64279,64824,793,0.00120464
1523504440.79615211,0.03422080,7307,0.00105912,0.00000000,0,0.00000000,63877,64500,719,0.00085155
1523504440.89703393,0.04529133,7375,0.00141920,0.00000000,0,0.00000000,64500,65080,781,0.00118373
1523504440.99789310,0.04445978,7431,0.00132527,0.00000000,0,0.00000000,65080,65605,713,0.00071829
1523504441.09875202,0.03931117,7488,0.00173927,0.00000000,0,0.00000000,65605,66077,774,0.00127868
1523504441.19960999,0.02212283,5766,0.00169830,0.00000000,0,0.00000000,66077,66418,599,0.00072126
1523504441.30044389,0.03150778,5814,0.00153383,0.00000000,0,0.00000000,66418,66816,672,0.00103273
1523504441.40130091,0.03336444,5887,0.00121759,0.00000000,0,0.00000000,66816,67320,667,0.00122155
1523504441.50216007,0.03017985,5953,0.00222752,0.00000000,0,0.00000000,67320,67745,654,0.00072872
1523504441.60301805,0.03505865,6027,0.00141872,0.00000000,0,0.00000000,67401,67817,637,0.00053020
1523504441.70390201,0.02621420,6098,0.00170743,0.00000000,0,0.00000000,67747,68271,674,0.00099108
1523504441.80473709,0.03480373,6157,0.00170281,0.00000000,0,0.00000000,68076,68540,723,0.00118294
1523504441.90559292,0.02790382,6227,0.00123047,0.00000000,0,0.00000000,68283,68796,671,0.00100010
1523504442.00647593,0.03677505,6327,0.00153806,0.00000000,0,0.00000000,68796,69188,619,0.00099460
1523504442.10731101,0.03681089,6396,0.00155107,0.00000000,0,0.00000000,69188,69637,664,0.00097313
1523504442.20819306,0.03265310,6463,0.00184288,0.00000000,0,0.00000000,69637,70107,669,0.00059098
1523504442.30903101,0.04431689,6520,0.00167232,0.00000000,0,0.00000000,70042,70585,695,0.00055090
1523504442.40988398,0.04713714,6587,0.00202674,0.00000000,0,0.00000000,70404,71022,812,0.00103954
1523504442.51076889,0.04498615,6661,0.00208696,0.00000000,0,0.00000000,70670,71501,854,0.00126638
1523504442.61159992,0.04134296,6689,0.00165152,0.00000000,0,0.00000000,71050,71650,859,0.00061744
1523504442.71246195,0.04449148,6742,0.00175980,0.00000000,0,0.00000000,71650,72292,895,0.00056300
1523504442.81331706,0.05004539,6763,0.00191901,0.00000000,0,0.00000000,72292,72879,879,0.00060257
1523504442.91417503,0.06436890,6808,0.00234100,0.00000000,0,0.00000000,72879,73437,933,0.00061678
1523504443.01503396,0.05220830,6854,0.00225697,0.00000000,0,0.00000000,73437,74019,919,0.00062982
